brand,model,year,mileage,fuel,gearbox,vehicle_condition,car_body,horsepower,engine_size,number_of_owners,accident_history,import_or_local,location,color,air_conditioning,parking_sensor,rear_camera,sunroof,alloy_wheels,bluetooth,gps,price
Hyundai,i10,2021,68430,Essence,Manuelle,tres bon etat,break,145,1.8,2,0,imported,Kairouan,vert,0,1,1,1,0,1,1,16392
Mitsubishi,Lancer,2023,22777,Essence,Manuelle,tres bon etat,break,106,1.1,2,0,local,Tunis,beige,0,0,0,0,0,1,0,21220
Chery,Tiggo,2012,287971,Essence,Automatique,tres bon etat,berline,177,2.1,1,0,imported,Gafsa,gris,0,1,0,1,0,0,1,2000
Toyota,Rav4,2008,63616,Essence,Manuelle,excellent,break,157,2.0,1,0,local,Gafsa,noir,0,0,0,1,1,0,1,6488
Volkswagen,Golf 6,2024,19762,Diesel,Manuelle,bon etat,compacte,118,1.2,2,0,local,Sousse,gris,1,1,1,1,1,1,0,28275
Mitsubishi,Lancer,2010,277608,Diesel,Manuelle,bon etat,monospace,129,1.7,2,0,local,Tunis,argent,0,0,0,0,0,0,0,2000
Audi,A3,2021,75070,Essence,Manuelle,bon etat,berline,153,2.1,2,0,imported,Gafsa,argent,0,0,1,1,1,1,0,41027
Peugeot,301,2010,243038,Diesel,Manuelle,tres bon etat,monospace,116,1.3,1,1,imported,Sfax,noir,0,0,0,1,0,1,0,2000
Chery,Tiggo,2014,196802,Essence,Automatique,tres bon etat,monospace,156,2.3,2,0,local,Ben Arous,argent,0,0,0,0,1,0,0,2000
Suzuki,Celerio,2022,35885,Essence,Automatique,tres bon etat,SUV,158,1.7,1,0,local,Ariana,rouge,1,1,1,1,0,1,0,19550
Ford,Fiesta,2010,184939,Essence,Automatique,tres bon etat,compacte,106,1.4,2,0,imported,Ben Arous,argent,0,0,1,0,1,0,1,2000
Kia,Carens,2017,120948,Essence,Manuelle,bon etat,SUV,129,1.6,1,1,local,Gabes,gris,0,1,1,0,0,0,1,5998
Nissan,Qashqai,2011,35785,Diesel,Automatique,a reparer,citadine,74,1.1,2,0,imported,Bizerte,blanc,0,0,0,1,0,1,0,4058
Ford,Focus,2007,442586,Diesel,Automatique,tres bon etat,monospace,109,1.3,1,0,imported,Gafsa,gris,0,0,0,1,0,1,0,2000
Chery,Arrizo,2012,67613,Essence,Automatique,moyen,SUV,176,2.1,3,0,imported,Ariana,beige,0,1,0,0,0,0,1,3612
Ford,Focus,2022,35883,Diesel,Manuelle,excellent,citadine,65,0.9,2,0,imported,Bizerte,vert,1,1,1,1,1,0,1,23132
Suzuki,Vitara,2019,57904,Diesel,Manuelle,a reparer,SUV,120,1.6,2,0,local,Sfax,vert,0,0,1,0,1,0,1,6819
Nissan,X-Trail,2011,189216,Essence,Manuelle,excellent,break,148,1.3,1,1,local,Bizerte,gris,0,0,0,1,0,0,0,2000
Fiat,Punto,2010,305502,Diesel,Manuelle,bon etat,compacte,96,1.4,4,0,imported,Ariana,bleu,0,0,0,0,0,0,1,2000
Mitsubishi,Lancer,2015,125118,Diesel,Automatique,tres bon etat,monospace,108,1.4,1,0,local,Ben Arous,gris,0,0,0,0,1,0,1,6803
Mercedes,E200,2022,44872,Hybride,Manuelle,bon etat,citadine,65,0.9,1,1,imported,Sfax,beige,1,0,1,1,0,0,1,47268
Mercedes,GLA,2016,128314,Diesel,Manuelle,excellent,citadine,86,1.1,1,1,imported,Sousse,bleu,1,0,0,1,1,1,0,23736
Audi,Q3,2022,43192,Essence,Manuelle,bon etat,monospace,143,2.0,1,0,local,Ariana,noir,0,0,1,1,0,0,1,45218
Mercedes,C200,2006,161666,Essence,Manuelle,tres bon etat,break,142,1.7,2,0,local,Gafsa,gris,1,0,1,1,0,0,0,7318
Mitsubishi,Outlander,2023,26318,Essence,Automatique,tres bon etat,compacte,90,1.1,1,0,imported,Kairouan,gris,0,0,1,1,0,0,1,23911
Opel,Insignia,2012,184952,Diesel,Manuelle,bon etat,monospace,124,1.7,1,0,local,Gafsa,argent,1,0,0,0,0,0,1,2000
Ford,Kuga,2009,170888,Essence,Automatique,tres bon etat,monospace,158,2.0,1,0,local,Ben Arous,beige,1,1,1,1,0,0,1,2427
Volkswagen,Polo,2011,206614,Essence,Manuelle,tres bon etat,break,140,2.0,2,1,local,Nabeul,vert,0,0,0,0,0,0,0,2000
Toyota,Corolla,2020,71118,Diesel,Manuelle,excellent,monospace,150,1.6,3,0,local,Ben Arous,rouge,0,0,0,1,1,1,1,18479
Volkswagen,Golf 7,2021,64461,Essence,Manuelle,excellent,break,105,1.1,2,0,local,Sfax,blanc,1,0,1,1,1,1,0,24526
Mercedes,C180,2006,247552,Essence,Automatique,tres bon etat,berline,162,2.1,2,0,imported,Tunis,beige,1,1,0,0,1,1,0,4843
Toyota,Hiace,2022,27955,Essence,Automatique,moyen,compacte,102,1.6,4,0,local,Bizerte,gris,1,1,0,0,0,0,0,17809
Chery,Tiggo,2020,53843,Essence,Automatique,bon etat,compacte,94,1.1,1,0,local,Bizerte,beige,0,0,0,0,1,0,0,12918
Mitsubishi,Lancer,2013,184753,Essence,Automatique,bon etat,berline,177,2.0,1,0,local,Ben Arous,beige,0,0,1,0,0,1,0,2415
Ford,Focus,2019,81515,Essence,Automatique,tres bon etat,compacte,123,1.6,1,0,imported,Kairouan,argent,0,0,0,0,1,0,1,12511
Opel,Astra,2011,310551,Diesel,Automatique,a reparer,SUV,172,2.2,2,1,imported,Sousse,rouge,0,0,0,1,1,0,1,2000
Volkswagen,Polo,2011,377911,Essence,Manuelle,tres bon etat,SUV,191,2.1,1,0,imported,Sfax,vert,1,1,0,1,0,0,1,2000
Dacia,Logan,2022,80679,Essence,Manuelle,bon etat,compacte,99,1.3,1,0,local,Sousse,beige,1,0,0,0,1,0,0,10906
Ford,Fiesta,2006,264395,Diesel,Automatique,excellent,monospace,135,1.8,1,1,local,Sousse,gris,0,1,0,1,0,0,1,2000
Audi,A3,2023,25650,Essence,Manuelle,tres bon etat,monospace,152,1.8,2,0,imported,Bizerte,bleu,0,0,0,1,0,0,0,55055
Mitsubishi,Outlander,2007,327445,Diesel,Automatique,a reparer,citadine,85,1.1,1,0,imported,Nabeul,gris,1,1,0,1,1,0,0,2000
BMW,520d,2022,65883,Hybride,Automatique,bon etat,berline,147,2.0,4,0,local,Nabeul,noir,1,0,0,0,1,0,0,49135
Ford,Kuga,2020,66477,Essence,Manuelle,excellent,citadine,79,1.3,1,0,local,Ben Arous,noir,0,1,0,1,1,0,1,17304
BMW,X1,2020,79328,Diesel,Automatique,bon etat,berline,161,2.2,2,0,imported,Kairouan,rouge,0,1,0,1,1,1,0,41655
Chery,Tiggo,2017,131770,Essence,Automatique,excellent,monospace,140,1.8,2,0,local,Sousse,rouge,1,0,1,0,0,0,1,7982
Mercedes,C180,2015,175772,Essence,Manuelle,tres bon etat,break,116,1.7,2,0,local,Nabeul,argent,0,0,0,0,1,0,1,22803
Fiat,Tipo,2024,15265,Essence,Manuelle,bon etat,break,126,2.0,2,0,local,Bizerte,vert,0,0,0,0,0,0,0,16423
Audi,A6,2016,168411,Diesel,Manuelle,bon etat,berline,140,1.7,1,0,imported,Sousse,beige,1,0,0,1,0,1,1,22740
Dacia,Logan,2015,156701,Diesel,Manuelle,excellent,berline,152,2.0,2,1,imported,Nabeul,blanc,0,1,1,0,1,1,1,3443
Fiat,500,2011,235315,Diesel,Manuelle,tres bon etat,break,133,1.7,2,0,imported,Sousse,noir,1,1,1,1,0,1,0,2000
Peugeot,308,2020,115531,Essence,Manuelle,tres bon etat,monospace,116,1.2,2,0,local,Sousse,blanc,1,1,1,1,1,1,0,16321
Opel,Corsa,2008,197451,Hybride,Automatique,bon etat,compacte,123,1.6,2,0,local,Kairouan,rouge,0,1,0,0,0,1,0,2000
Opel,Astra,2007,291675,Essence,Automatique,excellent,monospace,108,1.2,1,1,local,Nabeul,gris,0,0,0,0,0,1,0,2000
Opel,Astra,2009,254799,Diesel,Manuelle,tres bon etat,SUV,212,2.4,1,0,imported,Gabes,blanc,0,1,1,0,0,1,0,2000
Fiat,Tipo,2015,49739,Diesel,Manuelle,moyen,SUV,196,2.5,1,0,local,Sousse,blanc,0,0,0,0,1,1,0,5228
Volkswagen,Golf 5,2007,311795,Diesel,Manuelle,bon etat,citadine,64,0.9,1,0,local,Nabeul,bleu,1,0,0,0,1,0,0,2000
BMW,320i,2024,17078,Hybride,Manuelle,bon etat,berline,143,2.2,1,0,local,Kairouan,noir,1,1,1,0,0,0,1,67630
Mercedes,C200,2024,21541,Essence,Automatique,tres bon etat,SUV,123,1.6,1,0,local,Sousse,vert,0,0,1,1,0,1,0,73024
Peugeot,207,2021,32471,Essence,Manuelle,tres bon etat,citadine,71,1.1,3,0,local,Sfax,gris,0,0,0,0,1,1,0,16728
Toyota,Corolla,2013,123787,Essence,Manuelle,tres bon etat,break,131,1.6,2,0,local,Ben Arous,argent,0,1,1,0,0,1,1,6834
Volkswagen,Polo,2009,173506,Essence,Automatique,excellent,berline,126,1.7,1,0,imported,Kairouan,noir,0,1,0,1,1,0,1,3874
Mitsubishi,Outlander,2007,212426,Diesel,Automatique,excellent,berline,144,1.5,2,0,imported,Nabeul,bleu,1,0,1,1,0,0,0,2000
Fiat,500,2021,102974,Diesel,Manuelle,bon etat,break,153,1.9,2,0,imported,Ben Arous,argent,0,0,1,0,1,1,0,11230
Suzuki,Swift,2012,167771,Diesel,Automatique,excellent,citadine,89,1.4,1,0,local,Gafsa,vert,0,0,1,1,0,0,1,2766
Opel,Corsa,2014,259418,Diesel,Automatique,bon etat,compacte,93,0.9,3,0,local,Gabes,blanc,0,1,1,1,0,0,1,2000
Fiat,Punto,2019,109304,Essence,Manuelle,bon etat,compacte,110,1.4,1,1,local,Ariana,rouge,0,1,0,1,1,1,0,6393
Renault,Clio,2012,116230,Diesel,Manuelle,tres bon etat,citadine,67,0.9,2,0,imported,Ben Arous,noir,0,0,1,0,1,1,1,4958
Ford,Kuga,2015,108633,Essence,Manuelle,tres bon etat,monospace,117,1.5,3,0,imported,Sfax,argent,0,1,0,1,1,0,0,7192
Ford,Fiesta,2012,167194,Essence,Manuelle,tres bon etat,monospace,106,1.3,1,0,local,Ben Arous,argent,0,0,1,0,1,1,1,3388
Mercedes,GLA,2024,15828,Essence,Manuelle,a reparer,SUV,210,2.5,3,0,local,Kairouan,bleu,1,0,0,0,1,0,1,32648
Hyundai,Tucson,2012,165018,Essence,Automatique,tres bon etat,break,132,1.9,3,0,imported,Ariana,gris,0,0,1,0,0,0,0,2803
Toyota,Hiace,2020,53017,Essence,Automatique,bon etat,berline,120,1.5,1,1,imported,Ariana,bleu,0,0,1,0,1,0,0,14778
Mercedes,E200,2009,137215,Hybride,Automatique,excellent,monospace,129,1.9,1,0,imported,Gafsa,vert,0,1,0,0,0,1,1,14984
Volkswagen,Golf 4,2014,191721,Diesel,Manuelle,moyen,berline,111,1.3,4,0,local,Nabeul,beige,0,0,1,0,1,0,1,4813
Kia,Sportage,2017,112247,Essence,Manuelle,tres bon etat,compacte,120,1.5,4,0,local,Sousse,bleu,0,1,1,1,0,0,0,9319
Chery,Arrizo,2012,279095,Essence,Manuelle,excellent,break,133,1.5,4,0,local,Gafsa,blanc,0,0,0,0,1,0,1,2000
Peugeot,308,2023,27202,Essence,Automatique,a reparer,citadine,71,0.9,2,0,local,Ariana,vert,1,1,0,0,0,0,1,11910
Audi,A3,2013,71818,Essence,Manuelle,bon etat,berline,139,1.8,1,1,local,Ben Arous,gris,0,0,0,0,0,1,1,12625
Suzuki,Celerio,2005,185371,Essence,Manuelle,bon etat,break,147,1.9,2,0,local,Bizerte,beige,0,0,0,0,0,1,1,2000
Dacia,Sandero,2008,277146,Essence,Manuelle,tres bon etat,compacte,108,1.2,3,0,imported,Gabes,blanc,0,1,0,0,1,0,1,2000
Suzuki,Celerio,2020,70495,Diesel,Automatique,bon etat,berline,141,1.6,4,1,imported,Ariana,noir,0,1,1,0,1,0,0,10027
Chery,Tiggo,2018,146075,Hybride,Automatique,excellent,berline,124,1.7,1,0,local,Ben Arous,beige,0,1,0,1,0,1,0,9565
Fiat,500,2014,231997,Essence,Automatique,moyen,compacte,105,1.4,1,0,local,Sousse,noir,1,1,1,0,1,0,1,2455
BMW,520d,2012,150171,Diesel,Manuelle,bon etat,compacte,103,1.6,1,0,imported,Tunis,bleu,0,1,1,0,0,0,0,14380
BMW,116i,2017,68980,Diesel,Automatique,tres bon etat,break,106,1.5,1,0,local,Gafsa,gris,1,1,1,1,0,1,0,32280
Hyundai,i10,2019,43614,Essence,Manuelle,bon etat,monospace,139,1.9,1,0,imported,Kairouan,noir,1,1,1,1,0,0,1,13553
BMW,520d,2009,194910,Essence,Manuelle,bon etat,monospace,113,1.2,1,0,local,Sousse,gris,0,0,1,0,1,0,1,8596
Audi,A6,2016,112871,Essence,Automatique,excellent,compacte,103,1.5,3,0,local,Tunis,rouge,1,0,0,0,0,0,0,25905
Mitsubishi,Outlander,2023,19979,Diesel,Manuelle,tres bon etat,monospace,132,1.5,2,0,local,Gabes,rouge,1,0,1,0,0,1,0,20352
Renault,Symbol,2022,12695,Essence,Automatique,moyen,break,112,1.1,1,0,imported,Ben Arous,blanc,1,0,1,1,1,0,0,18234
Mitsubishi,Lancer,2016,171686,Diesel,Automatique,tres bon etat,SUV,139,1.9,2,0,local,Ariana,beige,1,1,1,1,0,0,0,7152
Nissan,Qashqai,2024,7412,Diesel,Automatique,bon etat,monospace,108,1.3,1,0,local,Nabeul,rouge,0,0,0,0,1,0,0,27875
Kia,Sportage,2017,114645,Diesel,Automatique,moyen,citadine,61,1.0,1,0,imported,Bizerte,beige,0,0,0,0,1,0,1,8092
Peugeot,2008,2010,315186,Essence,Manuelle,tres bon etat,break,120,1.4,2,0,local,Kairouan,rouge,0,0,0,0,0,0,1,2000
Audi,A6,2023,14611,Diesel,Manuelle,tres bon etat,citadine,88,1.5,2,0,local,Gabes,bleu,1,0,0,1,1,1,0,54931
Hyundai,i20,2014,180533,Hybride,Manuelle,bon etat,break,103,1.1,2,0,imported,Tunis,vert,1,0,1,1,0,1,0,5191
Fiat,Punto,2008,335447,Essence,Automatique,bon etat,compacte,115,1.2,1,0,local,Kairouan,noir,0,1,0,1,1,1,0,2000
Renault,Kangoo,2023,34857,Essence,Manuelle,bon etat,SUV,126,1.8,2,0,local,Tunis,argent,0,1,0,1,0,1,1,19228
BMW,320i,2016,45464,Essence,Manuelle,tres bon etat,compacte,128,1.5,3,0,local,Gabes,beige,0,0,0,0,1,0,1,26223
Suzuki,Celerio,2016,98703,Hybride,Manuelle,tres bon etat,monospace,105,1.6,1,0,imported,Bizerte,vert,0,0,1,0,1,1,0,8508
Mitsubishi,Lancer,2006,367000,Diesel,Automatique,moyen,monospace,101,1.2,4,0,local,Kairouan,bleu,1,1,0,0,1,0,0,2000
Volkswagen,Polo,2021,37061,Essence,Manuelle,tres bon etat,berline,110,1.7,2,0,local,Sfax,beige,0,1,1,0,0,1,1,21379
BMW,116i,2021,61448,Essence,Manuelle,bon etat,compacte,127,1.6,4,0,imported,Nabeul,blanc,0,0,0,1,1,1,1,41570
Mitsubishi,Outlander,2015,124654,Essence,Manuelle,excellent,berline,168,2.4,4,0,local,Nabeul,argent,0,0,1,0,0,0,0,6180
Hyundai,Accent,2022,19815,Diesel,Manuelle,tres bon etat,citadine,65,0.9,3,0,local,Ben Arous,blanc,0,1,1,1,1,1,1,20938
Mercedes,E200,2007,158490,Diesel,Manuelle,a reparer,monospace,128,1.9,3,0,imported,Nabeul,bleu,1,0,1,1,1,0,0,6020
Nissan,X-Trail,2019,59495,Diesel,Automatique,bon etat,compacte,126,1.7,3,0,local,Sfax,rouge,1,1,0,1,1,1,0,16152
Suzuki,Vitara,2009,348291,Diesel,Manuelle,bon etat,citadine,71,0.9,3,0,local,Tunis,argent,0,0,1,1,1,1,0,2000
Opel,Astra,2014,280190,Essence,Manuelle,moyen,break,157,2.0,1,0,local,Ariana,blanc,0,1,0,1,0,1,0,2000
Fiat,Tipo,2017,100156,Essence,Manuelle,bon etat,citadine,83,1.6,1,1,local,Nabeul,beige,0,1,0,1,0,1,0,5154
Dacia,Duster,2018,137105,Hybride,Automatique,bon etat,compacte,97,1.2,2,0,imported,Tunis,noir,0,0,1,1,0,0,0,7124
Audi,Q3,2006,361716,Essence,Manuelle,tres bon etat,citadine,86,0.9,2,0,imported,Gafsa,bleu,1,1,0,0,1,1,0,2000
Dacia,Duster,2007,249771,Diesel,Manuelle,tres bon etat,berline,159,2.2,2,1,local,Sfax,argent,0,0,0,1,0,0,0,2000
Volkswagen,Golf 7,2020,97168,Essence,Automatique,bon etat,break,160,2.1,1,0,local,Gabes,beige,0,0,0,1,0,1,1,18594
Mercedes,C200,2005,266143,Diesel,Manuelle,moyen,compacte,127,1.7,2,0,local,Kairouan,blanc,1,1,0,0,0,1,1,2614
Volkswagen,Golf 5,2016,56116,Essence,Manuelle,bon etat,SUV,140,1.8,3,0,local,Sfax,vert,1,0,1,0,0,1,0,11081
Opel,Insignia,2014,133514,Hybride,Automatique,bon etat,citadine,75,0.9,3,1,local,Nabeul,rouge,1,0,1,1,1,1,0,4590
Suzuki,Celerio,2012,148254,Diesel,Manuelle,tres bon etat,berline,119,1.3,1,0,local,Tunis,gris,0,0,0,1,0,0,0,2114
Mercedes,GLA,2014,134871,Essence,Manuelle,tres bon etat,break,141,1.9,1,0,local,Sousse,bleu,1,0,0,0,1,0,0,21083
BMW,320i,2005,173103,Diesel,Manuelle,tres bon etat,berline,138,1.5,2,0,imported,Tunis,noir,0,1,0,0,0,0,1,4418
Chery,Arrizo,2013,265120,Diesel,Automatique,tres bon etat,break,146,1.6,1,0,local,Tunis,rouge,0,1,0,1,0,0,1,2000
Dacia,Duster,2024,10212,Essence,Automatique,moyen,monospace,132,1.7,2,0,local,Sousse,blanc,1,1,0,0,0,1,0,16093
Toyota,Corolla,2008,246874,Essence,Automatique,tres bon etat,SUV,124,1.5,1,0,local,Gabes,noir,0,0,0,0,0,1,0,2000
Kia,Sportage,2008,291283,Essence,Manuelle,tres bon etat,compacte,98,1.1,2,0,local,Gabes,beige,1,0,0,0,1,0,0,2000
Suzuki,Vitara,2019,115449,Diesel,Manuelle,bon etat,citadine,79,1.0,1,0,imported,Gabes,noir,0,1,1,0,1,1,0,9684
Hyundai,Tucson,2012,50004,Essence,Manuelle,tres bon etat,citadine,78,0.9,2,0,imported,Ariana,bleu,1,1,1,0,0,0,0,7608
Hyundai,Elantra,2015,166208,Hybride,Manuelle,tres bon etat,berline,156,1.9,1,0,local,Sfax,beige,0,0,0,0,1,0,0,4979
Renault,Kangoo,2009,299606,Essence,Manuelle,bon etat,compacte,100,1.4,2,0,local,Gabes,noir,1,1,1,1,0,0,0,2000
Renault,Symbol,2021,77335,Essence,Automatique,tres bon etat,monospace,114,1.5,1,0,local,Gabes,beige,1,0,0,0,1,0,1,16192
Fiat,500,2022,39911,Essence,Manuelle,bon etat,break,137,1.8,2,1,local,Gafsa,beige,1,0,0,0,0,0,0,10345
Mercedes,GLA,2007,330518,Essence,Automatique,excellent,compacte,91,1.0,1,0,local,Nabeul,beige,0,0,0,1,1,1,0,3491
Ford,Fiesta,2010,145433,Diesel,Automatique,bon etat,compacte,121,1.4,2,0,imported,Ariana,blanc,0,1,0,0,0,0,0,2000
BMW,320i,2024,13217,Essence,Automatique,excellent,berline,111,1.3,3,0,local,Sousse,blanc,0,0,1,1,0,0,1,70881
Opel,Insignia,2019,73267,Essence,Automatique,bon etat,break,126,1.6,3,0,local,Bizerte,argent,0,1,1,0,1,0,1,11844
Mitsubishi,Outlander,2012,176627,Essence,Automatique,bon etat,berline,135,1.3,1,1,local,Bizerte,bleu,0,0,0,0,0,1,0,2000
Toyota,Yaris,2011,247395,Essence,Automatique,bon etat,monospace,136,1.8,1,0,imported,Nabeul,blanc,1,0,0,1,1,0,0,2000
Kia,Picanto,2007,314719,Essence,Automatique,bon etat,compacte,88,1.2,1,1,local,Bizerte,beige,1,0,1,1,0,1,1,2000
Mitsubishi,Lancer,2011,215261,Diesel,Manuelle,tres bon etat,break,109,1.6,4,0,local,Ben Arous,noir,0,0,1,1,0,0,0,2000
Chery,Tiggo,2008,176530,Essence,Automatique,bon etat,citadine,80,1.1,2,0,imported,Tunis,bleu,1,1,1,0,0,0,0,2000
Toyota,Hiace,2005,298060,Essence,Manuelle,bon etat,monospace,153,2.1,4,0,local,Tunis,beige,1,0,0,0,0,0,0,2000
BMW,320i,2010,340258,Diesel,Manuelle,tres bon etat,break,153,2.4,1,0,local,Gafsa,bleu,1,0,1,0,1,0,1,6198
Suzuki,Vitara,2016,110527,Essence,Manuelle,tres bon etat,compacte,103,1.1,1,0,local,Ben Arous,gris,1,1,0,0,0,1,1,6895
BMW,X1,2024,3000,Diesel,Manuelle,bon etat,berline,129,1.8,1,0,local,Sfax,noir,0,1,0,0,0,1,1,59094
Nissan,Qashqai,2020,57955,Diesel,Automatique,tres bon etat,monospace,120,1.4,4,0,local,Kairouan,bleu,1,1,0,1,0,0,1,17263
Hyundai,Elantra,2023,32048,Diesel,Manuelle,tres bon etat,citadine,68,0.9,3,0,local,Ariana,gris,0,1,0,0,0,1,1,19346
Hyundai,i20,2014,186334,Essence,Automatique,tres bon etat,citadine,60,1.1,1,0,imported,Sousse,blanc,0,0,1,0,1,1,0,4353
Volkswagen,Golf 6,2024,22587,Essence,Manuelle,tres bon etat,break,156,1.9,2,0,local,Gafsa,noir,0,0,0,1,0,1,0,27378
Ford,Focus,2006,320053,Diesel,Manuelle,bon etat,break,157,1.7,1,1,local,Ariana,noir,0,1,0,0,1,1,1,2000
Toyota,Yaris,2020,99545,Essence,Automatique,tres bon etat,compacte,117,1.4,2,0,local,Ariana,argent,0,0,0,1,0,1,0,16984
Opel,Astra,2024,15147,Essence,Manuelle,tres bon etat,citadine,93,1.4,2,0,local,Gabes,noir,0,0,1,0,1,0,0,19965
Hyundai,Accent,2005,496809,Essence,Manuelle,moyen,SUV,187,2.4,3,0,local,Sousse,argent,0,1,1,0,1,0,1,2000
Suzuki,Swift,2021,63850,Essence,Manuelle,bon etat,citadine,67,0.9,3,1,local,Gabes,rouge,0,1,0,1,1,1,0,9969
Volkswagen,Golf 4,2013,119964,Essence,Manuelle,tres bon etat,citadine,62,0.9,1,0,local,Sfax,blanc,0,1,0,0,1,0,1,7053
Audi,A4,2013,102674,Diesel,Automatique,bon etat,monospace,129,1.8,2,0,local,Tunis,gris,1,0,0,0,1,1,1,17500
Renault,Megane,2011,125057,Diesel,Manuelle,tres bon etat,SUV,212,2.1,2,1,imported,Kairouan,vert,1,0,0,0,1,0,0,2585
Volkswagen,Golf 4,2017,137945,Diesel,Manuelle,a reparer,berline,153,2.0,2,0,imported,Gabes,gris,1,1,0,0,0,1,0,6201
Chery,Tiggo,2023,19121,Essence,Manuelle,bon etat,break,124,1.7,2,1,local,Ben Arous,gris,0,0,0,0,0,0,0,12425
Mercedes,C200,2005,409825,Essence,Automatique,bon etat,berline,153,1.7,1,1,imported,Gabes,gris,1,1,0,1,0,0,0,2000
Hyundai,i20,2017,85459,Diesel,Automatique,tres bon etat,SUV,187,2.1,4,0,local,Gafsa,noir,0,1,0,1,1,1,0,10360
Dacia,Sandero,2022,46956,Essence,Manuelle,tres bon etat,citadine,91,1.4,2,0,local,Kairouan,beige,1,0,0,1,1,0,1,12645
Ford,Kuga,2014,247132,Essence,Manuelle,excellent,monospace,128,1.9,1,0,local,Sousse,beige,0,0,0,0,0,0,1,2000
Chery,Arrizo,2019,60628,Diesel,Automatique,tres bon etat,citadine,79,0.9,1,0,local,Gabes,gris,0,1,0,0,0,0,1,10593
Fiat,Punto,2007,288635,Diesel,Manuelle,a reparer,SUV,196,2.3,2,0,local,Kairouan,bleu,0,1,1,0,0,1,0,2000
Renault,Symbol,2010,273864,Diesel,Manuelle,moyen,monospace,118,1.4,1,0,local,Ben Arous,blanc,0,1,0,0,0,0,1,2000
Mitsubishi,Lancer,2006,400996,Essence,Manuelle,bon etat,berline,142,1.7,3,0,local,Sfax,blanc,1,1,0,0,0,0,0,2000
Ford,Kuga,2024,22564,Essence,Manuelle,tres bon etat,SUV,127,1.9,1,0,imported,Sousse,noir,1,0,0,0,1,0,0,24118
Nissan,X-Trail,2015,172611,Diesel,Automatique,bon etat,SUV,215,2.5,2,0,local,Ben Arous,noir,0,1,1,0,1,0,1,7443
Peugeot,2008,2021,12346,Diesel,Manuelle,bon etat,citadine,79,0.9,2,0,local,Ben Arous,vert,0,1,1,0,1,1,1,17945
Opel,Insignia,2012,225109,Essence,Manuelle,bon etat,SUV,140,2.2,2,0,local,Sfax,noir,0,1,0,0,1,0,0,2000
Opel,Astra,2023,23568,Essence,Manuelle,excellent,break,125,1.8,1,0,imported,Tunis,rouge,0,0,1,0,1,1,1,22986
Fiat,Punto,2015,200782,Essence,Manuelle,tres bon etat,SUV,169,1.8,1,0,imported,Ben Arous,beige,0,1,1,1,0,0,0,2509
Mitsubishi,Lancer,2008,110205,Essence,Automatique,tres bon etat,citadine,94,1.0,2,0,local,Nabeul,vert,1,1,0,0,0,1,0,2035
Suzuki,Vitara,2014,204715,Hybride,Manuelle,excellent,berline,180,2.1,1,0,imported,Gafsa,beige,0,0,0,0,0,0,0,2000
Audi,Q3,2021,69904,Diesel,Automatique,tres bon etat,monospace,158,2.0,2,0,local,Tunis,noir,0,1,0,1,1,1,1,47291
BMW,320i,2022,75866,Essence,Automatique,excellent,compacte,128,1.5,1,0,imported,Sfax,vert,0,0,0,0,1,1,0,60930
Kia,Carens,2015,152319,Diesel,Automatique,tres bon etat,monospace,122,1.5,2,0,local,Sousse,vert,0,0,0,0,1,1,1,6016
Nissan,X-Trail,2005,68365,Essence,Automatique,bon etat,citadine,60,0.9,1,0,local,Sfax,bleu,0,0,1,1,1,1,0,3788
Opel,Insignia,2023,39332,Diesel,Manuelle,tres bon etat,berline,144,2.0,1,0,imported,Kairouan,argent,0,0,1,1,0,0,0,20507
Suzuki,Swift,2013,170134,Diesel,Automatique,bon etat,citadine,69,1.0,2,1,imported,Ariana,noir,0,0,0,0,0,1,1,2000
BMW,116i,2022,43433,Essence,Manuelle,tres bon etat,break,151,2.2,1,1,local,Ben Arous,rouge,1,0,0,0,0,0,1,39119
Hyundai,i10,2013,240058,Diesel,Automatique,bon etat,monospace,117,1.3,3,0,local,Bizerte,blanc,0,0,0,1,1,1,1,2000
Audi,Q3,2010,259935,Essence,Manuelle,tres bon etat,citadine,64,0.9,4,0,local,Sfax,rouge,1,1,1,0,0,0,1,7370
Fiat,Tipo,2022,61777,Essence,Manuelle,bon etat,SUV,125,1.5,1,0,imported,Sfax,bleu,1,0,0,0,0,1,1,12055
Fiat,Punto,2014,216973,Essence,Manuelle,tres bon etat,SUV,157,2.1,2,0,local,Tunis,blanc,0,1,0,0,1,0,0,2000
Kia,Cerato,2018,83444,Diesel,Manuelle,tres bon etat,compacte,98,1.1,1,0,local,Ariana,beige,1,0,1,1,0,0,0,10690
Volkswagen,Golf 7,2017,22583,Essence,Automatique,moyen,SUV,158,1.9,2,0,local,Sfax,noir,1,1,0,0,0,0,0,11734
Renault,Kangoo,2012,273230,Essence,Automatique,bon etat,berline,136,1.8,2,0,imported,Gafsa,rouge,0,0,0,0,0,1,0,2000
Opel,Astra,2011,65407,Diesel,Manuelle,moyen,break,137,1.7,1,0,imported,Gabes,beige,0,0,1,0,1,0,1,5089
Toyota,Yaris,2016,131494,Essence,Manuelle,tres bon etat,berline,127,1.7,2,0,local,Ben Arous,rouge,1,0,0,0,0,0,1,8750
Fiat,Punto,2017,173120,Essence,Manuelle,a reparer,SUV,151,1.7,4,0,local,Ariana,blanc,1,0,1,1,1,0,0,4064
